ds,y
20/12/2021,0
19/12/2021,0
18/12/2021,0
17/12/2021,0
16/12/2021,0
15/12/2021,0
14/12/2021,0
13/12/2021,1
12/12/2021,0
11/12/2021,0
10/12/2021,0
9/12/2021,2
8/12/2021,0
7/12/2021,1
6/12/2021,2
5/12/2021,0
4/12/2021,0
3/12/2021,0
2/12/2021,0
1/12/2021,1
30/11/2021,0
29/11/2021,0
28/11/2021,0
27/11/2021,0
26/11/2021,0
25/11/2021,0
24/11/2021,0
23/11/2021,0
22/11/2021,0
21/11/2021,0
20/11/2021,0
19/11/2021,0
18/11/2021,0
17/11/2021,0
16/11/2021,0
15/11/2021,0
14/11/2021,0
13/11/2021,0
12/11/2021,0
11/11/2021,0
10/11/2021,0
9/11/2021,0
8/11/2021,0
7/11/2021,0
6/11/2021,0
5/11/2021,0
4/11/2021,0
3/11/2021,0
2/11/2021,0
1/11/2021,0
31/10/2021,0
30/10/2021,0
29/10/2021,0
28/10/2021,0
27/10/2021,0
26/10/2021,0
25/10/2021,1
24/10/2021,0
23/10/2021,0
22/10/2021,0
21/10/2021,0
20/10/2021,0
19/10/2021,0
18/10/2021,0
17/10/2021,0
16/10/2021,0
15/10/2021,0
14/10/2021,0
13/10/2021,0
12/10/2021,0
11/10/2021,0
10/10/2021,0
9/10/2021,0
8/10/2021,0
7/10/2021,0
6/10/2021,0
5/10/2021,0
4/10/2021,0
3/10/2021,0
2/10/2021,0
1/10/2021,0
30/09/2021,0
29/09/2021,0
28/09/2021,0
27/09/2021,0
26/09/2021,0
25/09/2021,0
24/09/2021,0
23/09/2021,0
22/09/2021,0
21/09/2021,0
20/09/2021,0
19/09/2021,0
18/09/2021,0
17/09/2021,0
16/09/2021,0
15/09/2021,0
14/09/2021,0
13/09/2021,0
12/9/2021,0
11/9/2021,0
10/9/2021,0
9/9/2021,1
8/9/2021,0
7/9/2021,0
6/9/2021,0
5/9/2021,0
4/9/2021,0
3/9/2021,0
2/9/2021,0
1/9/2021,0
31/08/2021,0
30/08/2021,0
29/08/2021,0
28/08/2021,0
27/08/2021,0
26/08/2021,0
25/08/2021,0
24/08/2021,0
23/08/2021,0
22/08/2021,0
21/08/2021,0
20/08/2021,0
19/08/2021,0
18/08/2021,0
17/08/2021,0
16/08/2021,0
15/08/2021,0
14/08/2021,0
13/08/2021,0
12/8/2021,0
11/8/2021,0
10/8/2021,0
9/8/2021,0
8/8/2021,0
7/8/2021,0
6/8/2021,0
5/8/2021,0
4/8/2021,0
3/8/2021,0
2/8/2021,0
1/8/2021,0
31/07/2021,0
30/07/2021,0
29/07/2021,0
28/07/2021,0
27/07/2021,0
26/07/2021,0
25/07/2021,0
24/07/2021,0
23/07/2021,0
22/07/2021,0
21/07/2021,0
20/07/2021,0
19/07/2021,0
18/07/2021,0
17/07/2021,0
16/07/2021,0
14/07/2021,0
13/07/2021,0
12/7/2021,0
11/7/2021,0
10/7/2021,0
9/7/2021,0
8/7/2021,0
7/7/2021,0
6/7/2021,0
5/7/2021,0
4/7/2021,0
3/7/2021,0
2/7/2021,0
1/7/2021,0
30/06/2021,0
29/06/2021,0
28/06/2021,0
27/06/2021,0
26/06/2021,0
25/06/2021,0
24/06/2021,0
23/06/2021,0
22/06/2021,0
21/06/2021,0
20/06/2021,0
19/06/2021,0
18/06/2021,0
17/06/2021,0
16/06/2021,0
15/06/2021,0
14/06/2021,0
13/06/2021,0
12/6/2021,0
11/6/2021,0
10/6/2021,1
9/6/2021,0
8/6/2021,0
7/6/2021,0
6/6/2021,0
5/6/2021,0
4/6/2021,0
3/6/2021,0
2/6/2021,0
1/6/2021,0
31/05/2021,0
30/05/2021,0
29/05/2021,0
28/05/2021,0
27/05/2021,0
26/05/2021,0
25/05/2021,0
24/05/2021,0
23/05/2021,0
22/05/2021,0
21/05/2021,0
20/05/2021,0
19/05/2021,0
18/05/2021,0
17/05/2021,0
16/05/2021,0
15/05/2021,0
14/05/2021,0
13/05/2021,0
12/5/2021,0
11/5/2021,0
10/5/2021,0
9/5/2021,0
8/5/2021,0
7/5/2021,0
6/5/2021,1
5/5/2021,0
4/5/2021,0
3/5/2021,0
2/5/2021,0
1/5/2021,0
30/04/2021,0
29/04/2021,0
28/04/2021,0
27/04/2021,0
26/04/2021,0
25/04/2021,0
24/04/2021,0
23/04/2021,0
22/04/2021,0
21/04/2021,1
20/04/2021,0
19/04/2021,0
18/04/2021,0
17/04/2021,0
16/04/2021,0
15/04/2021,0
14/04/2021,0
13/04/2021,0
12/4/2021,0
11/4/2021,0
10/4/2021,0
9/4/2021,0
8/4/2021,0
7/4/2021,0
6/4/2021,0
5/4/2021,0
4/4/2021,0
3/4/2021,0
2/4/2021,0
1/4/2021,0
31/03/2021,0
30/03/2021,0
29/03/2021,0
28/03/2021,0
27/03/2021,0
26/03/2021,0
25/03/2021,0
24/03/2021,0
23/03/2021,0
22/03/2021,0
21/03/2021,0
20/03/2021,0
19/03/2021,0
18/03/2021,0
17/03/2021,0
16/03/2021,0
15/03/2021,1
14/03/2021,0
13/03/2021,0
12/3/2021,0
11/3/2021,0
10/3/2021,0
9/3/2021,0
8/3/2021,1
7/3/2021,0
6/3/2021,0
5/3/2021,0
4/3/2021,0
3/3/2021,0
2/3/2021,0
1/3/2021,0
28/02/2021,0
27/02/2021,0
26/02/2021,0
25/02/2021,0
24/02/2021,0
23/02/2021,0
22/02/2021,0
21/02/2021,0
20/02/2021,0
19/02/2021,0
18/02/2021,0
17/02/2021,0
16/02/2021,0
15/02/2021,1
14/02/2021,0
13/02/2021,0
12/2/2021,1
11/2/2021,0
10/2/2021,0
9/2/2021,0
8/2/2021,0
7/2/2021,0
6/2/2021,0
5/2/2021,0
4/2/2021,0
3/2/2021,0
2/2/2021,0
1/2/2021,0
31/01/2021,0
30/01/2021,0
29/01/2021,0
28/01/2021,0
27/01/2021,0
26/01/2021,0
25/01/2021,0
24/01/2021,0
23/01/2021,0
22/01/2021,0
21/01/2021,1
20/01/2021,1
19/01/2021,0
18/01/2021,0
17/01/2021,0
16/01/2021,0
15/01/2021,1
14/01/2021,0
13/01/2021,0
12/1/2021,0
11/1/2021,0
10/1/2021,0
9/1/2021,0
8/1/2021,1
7/1/2021,0
6/1/2021,7
3/1/2021,0
2/1/2021,0
1/1/2021,0
31/12/2020,6
25/12/2020,0
24/12/2020,8
18/12/2020,4
17/12/2020,2
15/12/2020,0
14/12/2020,1
13/12/2020,0
12/12/2020,0
11/12/2020,0
10/12/2020,1
9/12/2020,0
8/12/2020,0
7/12/2020,0
6/12/2020,0
5/12/2020,0
4/12/2020,5
24/11/2020,1
23/11/2020,1
22/11/2020,0
21/11/2020,0
20/11/2020,4
19/11/2020,0
18/11/2020,0
17/11/2020,0
16/11/2020,1
15/11/2020,0
14/11/2020,0
13/11/2020,2
12/11/2020,1
11/11/2020,0
10/11/2020,0
9/11/2020,0
8/11/2020,0
7/11/2020,0
6/11/2020,1
5/11/2020,0
4/11/2020,0
3/11/2020,0
2/11/2020,0
1/11/2020,0
31/10/2020,0
30/10/2020,1
29/10/2020,1
28/10/2020,0
27/10/2020,0
26/10/2020,0
25/10/2020,0
24/10/2020,0
23/10/2020,0
22/10/2020,0
21/10/2020,0
20/10/2020,0
19/10/2020,0
18/10/2020,0
17/10/2020,0
16/10/2020,0
15/10/2020,0
14/10/2020,0
13/10/2020,0
12/10/2020,0
11/10/2020,0
10/10/2020,0
9/10/2020,0
8/10/2020,0
7/10/2020,0
6/10/2020,0
5/10/2020,0
4/10/2020,0
3/10/2020,0
2/10/2020,0
1/10/2020,0
30/09/2020,0
29/09/2020,0
28/09/2020,0
27/09/2020,0
26/09/2020,0
25/09/2020,0
24/09/2020,0
23/09/2020,0
22/09/2020,0
21/09/2020,0
20/09/2020,0
19/09/2020,0
18/09/2020,0
17/09/2020,0
16/09/2020,0
15/09/2020,0
14/09/2020,0
13/09/2020,0
12/9/2020,0
11/9/2020,0
10/9/2020,0
9/9/2020,0
8/9/2020,0
7/9/2020,0
6/9/2020,0
5/9/2020,0
4/9/2020,0
3/9/2020,0
2/9/2020,0
1/9/2020,0
31/08/2020,0
30/08/2020,0
29/08/2020,0
28/08/2020,0
27/08/2020,0
26/08/2020,0
25/08/2020,0
24/08/2020,0
23/08/2020,0
22/08/2020,0
21/08/2020,0
20/08/2020,0
19/08/2020,0
18/08/2020,0
17/08/2020,0
16/08/2020,0
15/08/2020,0
14/08/2020,0
13/08/2020,0
12/8/2020,0
11/8/2020,0
10/8/2020,0
9/8/2020,0
8/8/2020,0
7/8/2020,0
6/8/2020,0
5/8/2020,0
4/8/2020,0
3/8/2020,0
2/8/2020,0
1/8/2020,0
31/07/2020,0
30/07/2020,0
29/07/2020,0
28/07/2020,0
27/07/2020,0
26/07/2020,0
25/07/2020,0
24/07/2020,0
23/07/2020,0
22/07/2020,0
21/07/2020,0
20/07/2020,0
19/07/2020,0
18/07/2020,0
17/07/2020,0
16/07/2020,0
15/07/2020,0
14/07/2020,0
13/07/2020,0
12/7/2020,0
11/7/2020,0
10/7/2020,0
9/7/2020,0
8/7/2020,0
7/7/2020,0
6/7/2020,0
5/7/2020,0
4/7/2020,0
3/7/2020,0
2/7/2020,0
1/7/2020,0
30/06/2020,0
29/06/2020,0
28/06/2020,0
27/06/2020,0
26/06/2020,0
25/06/2020,0
24/06/2020,0
23/06/2020,0
22/06/2020,0
21/06/2020,0
20/06/2020,0
19/06/2020,0
18/06/2020,0
17/06/2020,0
16/06/2020,0
15/06/2020,0
14/06/2020,0
13/06/2020,0
12/6/2020,0
11/6/2020,0
10/6/2020,0
9/6/2020,0
8/6/2020,0
7/6/2020,0
6/6/2020,0
5/6/2020,0
4/6/2020,0
3/6/2020,0
2/6/2020,0
1/6/2020,0
31/05/2020,0
30/05/2020,0
29/05/2020,0
28/05/2020,0
27/05/2020,0
26/05/2020,0
25/05/2020,0
24/05/2020,0
23/05/2020,0
22/05/2020,0
21/05/2020,0
20/05/2020,0
19/05/2020,0
18/05/2020,0
17/05/2020,0
16/05/2020,0
15/05/2020,0
14/05/2020,0
13/05/2020,0
12/5/2020,0
11/5/2020,0
10/5/2020,0
9/5/2020,0
8/5/2020,0
7/5/2020,0
6/5/2020,0
5/5/2020,0
4/5/2020,0
3/5/2020,0
2/5/2020,0
1/5/2020,0
30/04/2020,0
29/04/2020,0
28/04/2020,0
27/04/2020,0
26/04/2020,0
25/04/2020,0
24/04/2020,0
23/04/2020,0
22/04/2020,0
21/04/2020,0
20/04/2020,0
19/04/2020,0
18/04/2020,0
17/04/2020,0
16/04/2020,0
15/04/2020,0
14/04/2020,0
13/04/2020,0
12/4/2020,0
11/4/2020,0
10/4/2020,0
9/4/2020,0
8/4/2020,0
7/4/2020,0
6/4/2020,0
5/4/2020,0
4/4/2020,1
3/4/2020,0
2/4/2020,0
1/4/2020,0
31/03/2020,0
30/03/2020,0
29/03/2020,0
28/03/2020,0
27/03/2020,0
26/03/2020,0
25/03/2020,0
24/03/2020,0
23/03/2020,0
22/03/2020,0
21/03/2020,0
20/03/2020,0
19/03/2020,0
18/03/2020,0
17/03/2020,0
16/03/2020,0
15/03/2020,0
14/03/2020,0
13/03/2020,0
12/3/2020,0
11/3/2020,0
10/3/2020,0
9/3/2020,0
8/3/2020,0
7/3/2020,0
6/3/2020,0
5/3/2020,0
4/3/2020,0
3/3/2020,0
2/3/2020,0
1/3/2020,0
9/3/2022,11
8/3/2022,19
7/3/2022,18
6/3/2022,19
5/3/2022,15
4/3/2022,21
3/3/2022,15
2/3/2022,21
1/3/2022,15
28/02/2022,22
27/02/2022,11
26/02/2022,27
25/02/2022,13
24/02/2022,33
23/02/2022,21
22/02/2022,20
21/02/2022,24
20/02/2022,22
19/02/2022,14
18/02/2022,18
17/02/2022,8
16/02/2022,14
15/02/2022,21
14/02/2022,36
13/02/2022,20
12/2/2022,30
11/2/2022,22
10/2/2022,19
9/2/2022,11
8/2/2022,24
7/2/2022,9
6/2/2022,16
5/2/2022,17
4/2/2022,18
3/2/2022,14
2/2/2022,16
1/2/2022,20
31/01/2022,16
30/01/2022,20
29/01/2022,18
28/01/2022,13
27/01/2022,17
26/01/2022,12
25/01/2022,19
24/01/2022,18
23/01/2022,7
22/01/2022,13
21/01/2022,17
20/01/2022,17
19/01/2022,15
18/01/2022,12
17/01/2022,15
16/01/2022,11
15/01/2022,14
14/01/2022,20
13/01/2022,13
12/1/2022,26
11/1/2022,11
10/1/2022,15
9/1/2022,14
8/1/2022,18
7/1/2022,20
6/1/2022,6
5/1/2022,20
4/1/2022,14
3/1/2022,22
2/1/2022,20
1/1/2022,20
31/12/2021,15
30/12/2021,13
29/12/2021,19
28/12/2021,25
27/12/2021,20
26/12/2021,18
25/12/2021,26
24/12/2021,18
23/12/2021,23
22/12/2021,24
21/12/2021,27
20/12/2021,24
19/12/2021,25
18/12/2021,25
17/12/2021,23
16/12/2021,17
15/12/2021,18
14/12/2021,17
13/12/2021,26
12/12/2021,19
11/12/2021,21
10/12/2021,19
9/12/2021,13
8/12/2021,24
7/12/2021,12
6/12/2021,18
5/12/2021,22
4/12/2021,20
3/12/2021,19
2/12/2021,19
1/12/2021,25
30/11/2021,23
29/11/2021,20
28/11/2021,26
27/11/2021,23
26/11/2021,22
25/11/2021,21
24/11/2021,22
23/11/2021,18
22/11/2021,29
21/11/2021,33
20/11/2021,26
19/11/2021,38
18/11/2021,20
17/11/2021,29
16/11/2021,27
15/11/2021,36
14/11/2021,33
13/11/2021,25
12/11/2021,21
11/11/2021,22
10/11/2021,30
9/11/2021,41
8/11/2021,36
7/11/2021,29
6/11/2021,32
5/11/2021,29
4/11/2021,33
3/11/2021,42
2/11/2021,41
1/11/2021,26
31/10/2021,37
30/10/2021,42
29/10/2021,28
28/10/2021,38
27/10/2021,44
26/10/2021,35
25/10/2021,32
24/10/2021,31
23/10/2021,28
22/10/2021,22
21/10/2021,36
20/10/2021,36
19/10/2021,16
18/10/2021,27
17/10/2021,28
16/10/2021,32
15/10/2021,25
14/10/2021,26
13/10/2021,39
12/10/2021,31
11/10/2021,23
10/10/2021,29
9/10/2021,25
8/10/2021,28
7/10/2021,25
6/10/2021,20
5/10/2021,19
4/10/2021,18
3/10/2021,32
2/10/2021,26
1/10/2021,27
30/09/2021,22
29/09/2021,24
28/09/2021,22
27/09/2021,17
26/09/2021,19
25/09/2021,16
24/09/2021,15
23/09/2021,16
22/09/2021,19
21/09/2021,10
20/09/2021,21
19/09/2021,25
18/09/2021,17
17/09/2021,12
16/09/2021,11
15/09/2021,15
14/09/2021,19
13/09/2021,7
12/9/2021,24
11/9/2021,20
10/9/2021,14
9/9/2021,11
8/9/2021,14
7/9/2021,7
6/9/2021,7
5/9/2021,6
4/9/2021,9
3/9/2021,11
2/9/2021,8
1/9/2021,14
31/08/2021,7
30/08/2021,9
29/08/2021,15
28/08/2021,9
27/08/2021,10
26/08/2021,9
25/08/2021,8
24/08/2021,6
23/08/2021,3
22/08/2021,9
21/08/2021,6
20/08/2021,9
19/08/2021,6
18/08/2021,3
17/08/2021,3
16/08/2021,5
15/08/2021,5
14/08/2021,3
13/08/2021,6
12/8/2021,3
11/8/2021,2
10/8/2021,4
9/8/2021,2
8/8/2021,4
7/8/2021,2
6/8/2021,1
5/8/2021,0
4/8/2021,1
3/8/2021,3
2/8/2021,2
1/8/2021,1
31/07/2021,2
30/07/2021,1
29/07/2021,1
28/07/2021,1
27/07/2021,0
26/07/2021,1
25/07/2021,0
24/07/2021,0
23/07/2021,0
22/07/2021,0
21/07/2021,1
20/07/2021,1
19/07/2021,0
18/07/2021,0
17/07/2021,0
16/07/2021,0
15/07/2021,0
14/07/2021,1
13/07/2021,1
12/7/2021,1
11/7/2021,3
10/7/2021,0
9/7/2021,1
8/7/2021,0
7/7/2021,0
6/7/2021,1
5/7/2021,3
4/7/2021,2
3/7/2021,1
2/7/2021,2
1/7/2021,1
30/06/2021,2
29/06/2021,0
28/06/2021,2
27/06/2021,0
26/06/2021,2
25/06/2021,0
24/06/2021,3
23/06/2021,3
22/06/2021,0
21/06/2021,4
20/06/2021,2
19/06/2021,2
18/06/2021,4
17/06/2021,0
16/06/2021,6
15/06/2021,4
14/06/2021,5
13/06/2021,5
12/6/2021,3
11/6/2021,5
10/6/2021,4
9/6/2021,4
8/6/2021,5
7/6/2021,8
6/6/2021,3
5/6/2021,5
4/6/2021,4
3/6/2021,8
2/6/2021,6
1/6/2021,4
31/05/2021,8
30/05/2021,10
29/05/2021,12
28/05/2021,12
27/05/2021,7
26/05/2021,8
25/05/2021,9
24/05/2021,10
23/05/2021,14
22/05/2021,14
21/05/2021,9
20/05/2021,11
19/05/2021,16
18/05/2021,13
17/05/2021,11
16/05/2021,11
15/05/2021,16
14/05/2021,3
13/05/2021,13
12/5/2021,9
11/5/2021,7
10/5/2021,9
9/5/2021,13
8/5/2021,10
7/5/2021,6
6/5/2021,16
5/5/2021,10
4/5/2021,16
3/5/2021,17
2/5/2021,9
1/5/2021,13
30/04/2021,11
29/04/2021,10
28/04/2021,15
27/04/2021,18
26/04/2021,19
25/04/2021,11
24/04/2021,9
23/04/2021,9
22/04/2021,16
21/04/2021,15
20/04/2021,16
19/04/2021,12
18/04/2021,15
17/04/2021,6
16/04/2021,15
15/04/2021,8
14/04/2021,11
13/04/2021,7
12/4/2021,14
11/4/2021,10
10/4/2021,15
9/4/2021,14
8/4/2021,17
7/4/2021,10
6/4/2021,13
5/4/2021,8
4/4/2021,6
3/4/2021,8
2/4/2021,8
1/4/2021,11
31/03/2021,9
30/03/2021,8
29/03/2021,6
28/03/2021,10
27/03/2021,14
26/03/2021,9
25/03/2021,6
24/03/2021,6
23/03/2021,15
22/03/2021,12
21/03/2021,10
20/03/2021,13
19/03/2021,13
18/03/2021,8
17/03/2021,11
16/03/2021,12
15/03/2021,9
14/03/2021,12
13/03/2021,9
12/3/2021,14
11/3/2021,9
10/3/2021,13
9/3/2021,11
8/3/2021,6
7/3/2021,9
6/3/2021,6
5/3/2021,11
4/3/2021,11
3/3/2021,12
2/3/2021,15
1/3/2021,11
28/02/2021,7
27/02/2021,13
26/02/2021,10
25/02/2021,16
24/02/2021,9
23/02/2021,13
22/02/2021,8
21/02/2021,8
20/02/2021,12
19/02/2021,16
18/02/2021,15
17/02/2021,13
16/02/2021,20
15/02/2021,13
14/02/2021,12
13/02/2021,16
12/2/2021,17
11/2/2021,21
10/2/2021,23
9/2/2021,15
8/2/2021,16
7/2/2021,17
6/2/2021,16
5/2/2021,17
4/2/2021,24
3/2/2021,15
2/2/2021,19
1/2/2021,20
31/01/2021,22
30/01/2021,18
29/01/2021,26
28/01/2021,17
27/01/2021,29
26/01/2021,29
25/01/2021,17
24/01/2021,20
23/01/2021,23
22/01/2021,34
21/01/2021,36
20/01/2021,38
19/01/2021,25
18/01/2021,23
17/01/2021,27
16/01/2021,31
15/01/2021,34
14/01/2021,35
13/01/2021,33
12/1/2021,38
11/1/2021,34
10/1/2021,43
9/1/2021,29
8/1/2021,43
7/1/2021,41
6/1/2021,43
5/1/2021,35
4/1/2021,40
3/1/2021,38
2/1/2021,51
1/1/2021,51
31/12/2020,41
30/12/2020,56
29/12/2020,44
28/12/2020,44
27/12/2020,39
26/12/2020,42
25/12/2020,62
24/12/2020,44
23/12/2020,36
22/12/2020,35
21/12/2020,56
20/12/2020,46
19/12/2020,28
18/12/2020,46
17/12/2020,40
16/12/2020,43
15/12/2020,25
14/12/2020,45
13/12/2020,29
12/12/2020,54
11/12/2020,49
10/12/2020,35
9/12/2020,18
8/12/2020,27
7/12/2020,25
6/12/2020,44
5/12/2020,24
4/12/2020,34
3/12/2020,37
2/12/2020,19
1/12/2020,34
30/11/2020,21
29/11/2020,27
28/11/2020,22
27/11/2020,22
26/11/2020,23
25/11/2020,27
24/11/2020,21
23/11/2020,18
22/11/2020,20
21/11/2020,27
20/11/2020,20
19/11/2020,19
18/11/2020,23
17/11/2020,20
16/11/2020,20
15/11/2020,15
14/11/2020,14
13/11/2020,17
12/11/2020,14
11/11/2020,11
10/11/2020,10
9/11/2020,17
8/11/2020,8
7/11/2020,9
6/11/2020,10
5/11/2020,7
4/11/2020,2
3/11/2020,6
2/11/2020,11
1/11/2020,4
31/10/2020,3
30/10/2020,8
29/10/2020,6
28/10/2020,4
27/10/2020,5
26/10/2020,5
25/10/2020,2
24/10/2020,6
23/10/2020,1
22/10/2020,3
21/10/2020,4
20/10/2020,3
19/10/2020,3
18/10/2020,2
17/10/2020,2
16/10/2020,1
15/10/2020,3
14/10/2020,0
13/10/2020,4
12/10/2020,1
11/10/2020,0
10/10/2020,2
9/10/2020,0
8/10/2020,1
7/10/2020,1
6/10/2020,1
5/10/2020,2
4/10/2020,1
3/10/2020,1
2/10/2020,2
1/10/2020,1
30/09/2020,0
29/09/2020,0
28/09/2020,0
27/09/2020,1
26/09/2020,2
25/09/2020,0
24/09/2020,0
23/09/2020,2
22/09/2020,1
21/09/2020,0
20/09/2020,0
19/09/2020,0
18/09/2020,0
17/09/2020,0
16/09/2020,0
15/09/2020,0
14/09/2020,0
13/09/2020,0
12/9/2020,1
11/9/2020,0
10/9/2020,1
9/9/2020,0
8/9/2020,0
7/9/2020,0
6/9/2020,0
5/9/2020,0
4/9/2020,0
3/9/2020,0
2/9/2020,0
1/9/2020,0
31/08/2020,0
30/08/2020,0
29/08/2020,0
28/08/2020,0
27/08/2020,1
26/08/2020,0
25/08/2020,0
24/08/2020,0
23/08/2020,1
22/08/2020,0
21/08/2020,1
20/08/2020,1
19/08/2020,1
18/08/2020,0
17/08/2020,0
16/08/2020,0
15/08/2020,0
14/08/2020,0
13/08/2020,0
12/8/2020,0
11/8/2020,0
10/8/2020,0
9/8/2020,0
8/8/2020,0
7/8/2020,0
6/8/2020,0
5/8/2020,0
4/8/2020,1
3/8/2020,0
2/8/2020,0
1/8/2020,0
31/07/2020,0
30/07/2020,0
29/07/2020,0
28/07/2020,0
27/07/2020,0
26/07/2020,0
25/07/2020,0
24/07/2020,0
23/07/2020,0
22/07/2020,0
21/07/2020,0
20/07/2020,0
19/07/2020,0
18/07/2020,0
17/07/2020,1
16/07/2020,0
15/07/2020,0
14/07/2020,0
13/07/2020,0
12/7/2020,0
11/7/2020,0
10/7/2020,0
9/7/2020,0
8/7/2020,0
7/7/2020,0
6/7/2020,0
5/7/2020,0
4/7/2020,0
3/7/2020,0
2/7/2020,0
1/7/2020,1
30/06/2020,0
29/06/2020,0
28/06/2020,0
27/06/2020,0
26/06/2020,0
25/06/2020,0
24/06/2020,0
23/06/2020,0
22/06/2020,1
21/06/2020,0
20/06/2020,0
19/06/2020,0
18/06/2020,0
17/06/2020,0
16/06/2020,0
15/06/2020,0
14/06/2020,1
13/06/2020,0
12/6/2020,0
11/6/2020,1
10/6/2020,0
9/6/2020,0
8/6/2020,0
7/6/2020,2
6/6/2020,1
5/6/2020,0
4/6/2020,0
3/6/2020,0
2/6/2020,0
1/6/2020,0
31/05/2020,1
30/05/2020,0
29/05/2020,2
28/05/2020,0
27/05/2020,1
26/05/2020,0
25/05/2020,2
24/05/2020,1
23/05/2020,1
22/05/2020,1
21/05/2020,0
20/05/2020,0
19/05/2020,1
18/05/2020,0
17/05/2020,2
16/05/2020,1
15/05/2020,1
14/05/2020,2
13/05/2020,0
12/5/2020,0
11/5/2020,3
10/5/2020,0
9/5/2020,1
8/5/2020,0
7/5/2020,0
6/5/2020,1
5/5/2020,1
4/5/2020,0
3/5/2020,0
2/5/2020,0
1/5/2020,1
30/04/2020,0
29/04/2020,0
28/04/2020,0
27/04/2020,0
26/04/2020,1
25/04/2020,2
24/04/2020,1
23/04/2020,1
22/04/2020,0
21/04/2020,1
20/04/2020,0
19/04/2020,3
18/04/2020,1
17/04/2020,1
16/04/2020,1
15/04/2020,0
14/04/2020,4
13/04/2020,1
12/4/2020,1
11/4/2020,1
10/4/2020,1
9/4/2020,1
8/4/2020,0
7/4/2020,0
6/4/2020,1
5/4/2020,2
4/4/2020,1
3/4/2020,1
2/4/2020,0
1/4/2020,0
31/03/2020,2
30/03/2020,0
29/03/2020,0
28/03/2020,0
27/03/2020,0
26/03/2020,1
25/03/2020,1
24/03/2020,1
23/03/2020,1
22/03/2020,0
21/03/2020,0
20/03/2020,0
19/03/2020,0
18/03/2020,0
17/03/2020,0
16/03/2020,0
15/03/2020,0
14/03/2020,0
13/03/2020,0
12/3/2020,0
11/3/2020,0
10/3/2020,0
9/3/2020,0
8/3/2020,0
7/3/2020,0
6/3/2020,0
5/3/2020,0
4/3/2020,0
3/3/2020,0
2/3/2020,0
1/3/2020,0
29/02/2020,0
28/02/2020,0
27/02/2020,0
26/02/2020,0
25/02/2020,0
24/02/2020,0
23/02/2020,0
22/02/2020,0
21/02/2020,0
20/02/2020,0
19/02/2020,0
18/02/2020,0
17/02/2020,0
16/02/2020,0
15/02/2020,0
14/02/2020,0
13/02/2020,0
12/2/2020,0
11/2/2020,0
10/2/2020,0
9/2/2020,0
8/2/2020,0
7/2/2020,0
6/2/2020,0
5/2/2020,0
4/2/2020,0
3/2/2020,0
2/2/2020,0
1/2/2020,0
9/3/2022,4
8/3/2022,1
7/3/2022,0
6/3/2022,3
5/3/2022,0
4/3/2022,0
3/3/2022,1
2/3/2022,2
1/3/2022,1
28/02/2022,0
27/02/2022,1
26/02/2022,2
25/02/2022,0
24/02/2022,1
23/02/2022,0
22/02/2022,2
21/02/2022,1
20/02/2022,1
19/02/2022,1
18/02/2022,0
17/02/2022,1
16/02/2022,3
15/02/2022,0
14/02/2022,1
13/02/2022,3
12/2/2022,3
11/2/2022,1
10/2/2022,1
9/2/2022,2
8/2/2022,0
7/2/2022,2
6/2/2022,2
5/2/2022,2
4/2/2022,4
3/2/2022,2
2/2/2022,0
1/2/2022,3
31/01/2022,1
30/01/2022,1
29/01/2022,2
28/01/2022,1
27/01/2022,1
26/01/2022,0
25/01/2022,2
24/01/2022,0
23/01/2022,1
22/01/2022,1
21/01/2022,0
20/01/2022,2
19/01/2022,0
18/01/2022,1
17/01/2022,2
16/01/2022,2
15/01/2022,1
14/01/2022,0
13/01/2022,3
12/1/2022,1
11/1/2022,0
10/1/2022,0
9/1/2022,4
8/1/2022,2
7/1/2022,3
6/1/2022,0
5/1/2022,1
4/1/2022,2
3/1/2022,1
2/1/2022,1
1/1/2022,1
31/12/2021,0
30/12/2021,1
29/12/2021,2
28/12/2021,1
27/12/2021,0
26/12/2021,2
25/12/2021,2
24/12/2021,1
23/12/2021,0
22/12/2021,1
21/12/2021,1
20/12/2021,1
19/12/2021,1
18/12/2021,3
17/12/2021,1
16/12/2021,1
15/12/2021,1
14/12/2021,0
13/12/2021,2
12/12/2021,0
11/12/2021,1
10/12/2021,3
9/12/2021,1
8/12/2021,0
7/12/2021,2
6/12/2021,3
5/12/2021,1
4/12/2021,1
3/12/2021,3
2/12/2021,1
1/12/2021,3
30/11/2021,1
29/11/2021,1
28/11/2021,2
27/11/2021,4
26/11/2021,1
25/11/2021,2
24/11/2021,2
23/11/2021,0
22/11/2021,0
21/11/2021,0
20/11/2021,0
19/11/2021,0
18/11/2021,0
17/11/2021,2
16/11/2021,1
15/11/2021,0
14/11/2021,1
13/11/2021,3
12/11/2021,0
11/11/2021,1
10/11/2021,2
9/11/2021,0
8/11/2021,1
7/11/2021,0
6/11/2021,0
5/11/2021,3
4/11/2021,0
3/11/2021,1
2/11/2021,0
1/11/2021,2
31/10/2021,1
30/10/2021,1
29/10/2021,1
28/10/2021,0
27/10/2021,0
26/10/2021,1
25/10/2021,0
24/10/2021,0
23/10/2021,0
22/10/2021,0
21/10/2021,0
20/10/2021,0
19/10/2021,2
18/10/2021,0
17/10/2021,1
16/10/2021,0
15/10/2021,0
14/10/2021,1
13/10/2021,0
12/10/2021,0
11/10/2021,0
